R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,R_kd_bout,B_kd_bout,R_sig_str_landed_bout,B_sig_str_landed_bout,R_sig_str_attempted_bout,B_sig_str_attempted_bout,R_sig_str_pct_bout,B_sig_str_pct_bout,R_tot_str_landed_bout,B_tot_str_landed_bout,R_tot_str_attempted_bout,B_tot_str_attempted_bout,R_td_landed_bout,B_td_landed_bout,R_td_attempted_bout,B_td_attempted_bout,R_td_pct_bout,B_td_pct_bout,R_sub_attempts_bout,B_sub_attempts_bout,R_pass_bout,B_pass_bout,R_rev_bout,B_rev_bout,R_rating,B_rating
Walt Harris,Nikita Krylov,-400,355,25,355,1/25/2014,"Chicago, Illinois, USA", USA,Blue,FALSE,Heavyweight,MALE,3,1,0,0,45,0.66,2,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,205,1,0,0,18,0.25,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,195.58,195.58,250,30,21,0,0,0,0,0,0,0,0,0,-5.08,0,9,27,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,1,0:25,25,0,1,1,11,5,16,0.2,0.68,1,11,5,16,0,0,0,0,0,0,0,0,0,0,0,0,1135.5718426352505,1196.9414546472722
Luke Rockhold,Costas Philippou,-405,360,24.69135802,360,1/15/2014,"Duluth, Georgia, USA", USA,Red,FALSE,Middleweight,MALE,5,1,0,0,30.85714286,0.397142857,0.285714286,0.428571429,0.237142857,5,2,19,0,0,1,2,2,0,0,5,Orthodox,180.34,185.42,185,1,0,0,6,0.4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,190.5,195.58,185,29,34,0,0,5,5,-1,18,0,2,0,-10.16,-10.16,-5,24.85714286,0.285714286,0.428571429,0,1,10,6,,,,,,,6,,,,,,,,,,,,,10,,,,,,,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232.683706260655,1259.9662951059197
Lorenz Larkin,Brad Tavares,-260,240,38.46153846,240,1/15/2014,"Duluth, Georgia, USA", USA,Blue,FALSE,Middleweight,MALE,3,0,4,0,45.85714286,0.448571429,0,1.571428571,0.26,4,1,19,0,0,1,4,1,0,0,6,Orthodox,185.42,187.96,185,0,1,0,39,0.385,0,0,0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,180.34,182.88,170,27,26,0,3,3,5,0,13,0,1,0,5.08,5.08,1,6.85714286,0,1.571428571,0,1,,14,,,,,,,14,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900,0,0,39,45,113,112,0.34,0.4,43,62,117,132,0,2,0,9,0,0.22,0,0,0,1,1,0,1202.4498512360174,1341.549243304581
TJ Dillashaw,Mike Easton,-330,270,30.3030303,270,1/15/2014,"Duluth, Georgia, USA", USA,Red,FALSE,Bantamweight,MALE,3,2,0,0,52.6,0.364,0,1,0.24,3,2,14,0,1,0,1,1,0,0,3,Southpaw,167.64,177.8,135,1,0,0,28.33333333,0.38,1.5,1.666666667,0.428333333,4,2,11,1,0,0,1,2,1,0,4,Orthodox,167.64,170.18,125,27,29,-1,0,-1,-1,0,3,-1,-1,-1,0,7.62,-2,24.26666667,-1.5,-0.666666667,0,1,8,7,,,,,,,,,,,7,,,,,,,,,,,,,8,,,Red,U-DEC,,3,5:00,900,0,0,117,46,232,111,0.5,0.41,138,51,257,116,2,0,5,2,0.4,0,0,0,3,0,0,0,1289.008992753742,1190.3860027985593
Yoel Romero,Derek Brunson,-210,190,47.61904762,190,1/15/2014,"Duluth, Georgia, USA", USA,Red,FALSE,Middleweight,MALE,3,0,2,0,21,0.405,1,2,0.15,2,0,4,0,0,0,1,0,1,0,2,Southpaw,185.42,195.58,185,0,2,0,31,0.74,0,0,0,2,0,4,0,0,0,0,2,0,0,2,Southpaw,182.88,185.42,185,36,30,0,0,0,0,0,0,0,-2,1,2.54,10.16,6,-10,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows,3,3:23,803,0,0,60,38,94,94,0.63,0.4,87,56,122,112,0,3,4,5,0,0.6,0,0,0,2,0,0,1304.346579180423,1235.942805209484
John Moraga,Dustin Ortiz,-210,190,47.61904762,190,1/15/2014,"Duluth, Georgia, USA", USA,Red,FALSE,Flyweight,MALE,3,0,1,0,55,0.52,0,4,0.57,1,0,3,0,0,0,0,1,0,0,1,Orthodox,165.1,165.1,125,1,0,0,30.66666667,0.433333333,0.333333333,1,0.4,2,1,9,1,0,0,0,1,1,0,2,Orthodox,167.64,167.64,125,29,25,1,1,-1,-1,1,-6,-1,0,-1,-2.54,-2.54,4,24.33333333,-0.333333333,3,0,1,15,4,,,,,,,,,,,,4,,,,,,,,,,,,,15,,Red,S-DEC,,3,5:00,900,0,0,43,35,95,83,0.45,0.42,75,60,130,113,0,2,2,10,0,0.2,1,0,1,6,0,0,1274.3510872914894,1198.4205282699265
Cole Miller,Sam Sicilia,-120,110,83.33333333,110,1/15/2014,"Duluth, Georgia, USA", USA,Red,FALSE,Featherweight,MALE,3,0,1,0,27.25,0.435,0.25,0.75,0.535,1,2,8,0,0,0,0,2,0,0,2,Orthodox,172.72,170.18,145,0,1,0,30.26666667,0.322,1.466666667,0.333333333,0.163333333,2,6,32,0,0,0,2,1,6,0,9,Orthodox,185.42,187.96,145,29,27,0,0,-1,-7,4,-24,0,1,-6,-12.7,-17.78,2,-3.01666667,-1.216666667,0.416666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,1:54,414,1,0,38,14,91,56,0.41,0.25,38,14,91,56,0,0,0,2,0,0,1,0,3,0,0,0,1252.0601312470972,1168.6162845354916
Ramsey Nijem,Justin Edwards,-155,145,64.51612903,145,1/15/2014,"Duluth, Georgia, USA", USA,Red,FALSE,Lightweight,MALE,3,1,0,0,23.8,0.5,0.8,1.8,0.1,1,3,11,0,0,0,1,0,1,0,2,Orthodox,177.8,177.8,155,2,0,0,21.83333333,0.32,0.666666667,2.666666667,0.483333333,3,3,11,1,0,0,2,1,0,0,3,Orthodox,180.34,190.5,155,25,30,1,0,-2,-1,0,0,-1,-1,1,-2.54,-12.7,-5,1.96666667,0.133333333,-0.866666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,0,46,25,113,76,0.4,0.32,75,26,148,77,5,0,7,0,0.71,0,1,1,3,0,0,0,1226.7175707664633,1146.5016676753733
Isaac Vallie-Flagg,Elias Silverio,165,-175,165,57.14285714,1/15/2014,"Duluth, Georgia, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,1,0,49,0.58,0,1,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,180.34,185.42,155,0,1,0,76,0.34,0,0,0,1,0,3,0,0,1,0,0,0,0,1,Orthodox,172.72,172.72,155,35,27,0,0,0,0,0,0,0,0,0,7.62,12.7,8,-27,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,1,21,81,59,133,0.35,0.6,37,136,75,199,0,4,1,4,0,1,0,0,0,7,0,0,1206.865300064125,1262.1016659703537
Trevor Smith,Brian Houston,-130,120,76.92307692,120,1/15/2014,"Duluth, Georgia, USA", USA,Red,FALSE,Middleweight,MALE,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,185,1,0,0,87,0.8,1,1,0.2,0,1,3,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,185,33,32,0,0,0,0,0,-2,0,0,0,-2.54,7.62,1,-87,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,0,0,57,30,122,83,0.46,0.36,61,34,126,87,1,1,8,1,0.12,1,1,0,4,0,0,0,1209.4895179336677,1141.53174965155
Alptekin Ozkilic,Louis Smolka,-270,248,37.03703704,248,1/15/2014,"Duluth, Georgia, USA", USA,Blue,FALSE,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,135,0,1,0,27,0.23,0,3,1,1,0,3,0,0,1,0,0,0,0,1,Orthodox,165.1,165.1,125,27,22,0,-1,-1,-1,0,-3,0,0,0,10.16,7.62,5,-27,0,-3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,0,60,92,193,245,0.31,0.37,63,96,196,249,9,0,14,1,0.64,0,0,1,7,2,0,1,1198.944231402057,1236.3022178755364
Vinc Pichel,Garett Whiteley,-150,140,66.66666667,140,1/15/2014,"Duluth, Georgia, USA", USA,Red,FALSE,Lightweight,MALE,3,1,0,0,7,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,155,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,155,31,33,0,0,0,0,0,0,0,0,0,5.08,0,-2,7,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,0,44,44,81,72,0.54,0.61,83,56,123,86,8,0,12,0,0.66,0,1,2,8,0,0,0,1200.0,1136.0
Charlie Brenneman,Beneil Dariush,-200,185,50,185,1/15/2014,"Duluth, Georgia, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,182.88,155,2,0,0,13.375,0.465,0,2.375,0.32375,2,4,17,0,0,0,4,0,0,0,4,Orthodox,177.8,182.88,155,32,24,2,0,-2,-4,4,-17,0,0,0,0,0,8,-13.375,0,-2.375,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,1:45,105,0,1,5,9,9,21,0.55,0.42,7,9,11,21,0,0,1,0,0,0,0,1,0,1,0,0,1170.1128639883761,1232.2957845471365
Tarec Saffiedine,Hyun Gyu Lim,-240,200,41.66666667,200,1/4/2014,"Singapore, Singapore", Singapore,Red,FALSE,Welterweight,MALE,5,0,2,0,44,0.4,0,0.5,0.5,2,0,3,0,0,0,0,2,0,0,2,Orthodox,190.5,195.58,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,177.8,177.8,170,27,28,0,2,2,2,0,3,0,2,0,12.7,17.78,-1,44,0,0.5,0,1,,10,,,,,,,,10,,,,,,,,,,,,,,,,,,,Red,U-DEC,,5,5:00,1500,,,,,,,,,,,,,,,,,,,,,,,,,1240.0963356619527,1227.2957253230213
Tatsuya Kawajiri,Sean Soriano,-102,-108,98.03921569,92.59259259,1/4/2014,"Singapore, Singapore", Singapore,Red,FALSE,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,145,35,24,0,0,0,0,0,0,0,0,0,5.08,2.54,11,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,0:50,350,,,,,,,,,,,,,,,,,,,,,,,,,1232.0,1168.0
Kiichi Kunimoto,Luiz Dutra,140,-160,140,62.5,1/4/2014,"Singapore, Singapore", Singapore,Red,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,170,32,31,0,0,0,0,0,0,0,0,0,2.54,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,DQ,,1,2:57,177,,,,,,,,,,,,,,,,,,,,,,,,,1232.0,1168.0
Kyung Ho Kang,Shunichi Shimizu,-325,295,30.76923077,295,1/4/2014,"Singapore, Singapore", Singapore,Red,FALSE,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,167.64,135,2,0,0,17,0.31,0,4,0.775,0,2,6,0,0,0,0,0,0,0,0,Orthodox,175.26,185.42,135,26,28,2,0,0,0,2,-6,0,0,0,-10.16,-17.78,-2,-17,0,-4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle,3,3:53,833,,,,,,,,,,,,,,,,,,,,,,,,,1204.011298046688,1164.1038174905739
Max Holloway,Will Chope,-265,245,37.73584906,245,1/4/2014,"Singapore, Singapore", Singapore,Red,FALSE,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,193.04,193.04,145,2,0,0,62.66666667,0.345,0,0,0,3,3,15,0,0,1,1,1,0,0,3,Orthodox,180.34,175.26,155,22,23,2,0,-3,-3,3,-15,0,-1,0,12.7,17.78,-1,-62.66666667,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2,2:27,447,,,,,,,,,,,,,,,,,,,,,,,,,1230.3270314622507,1167.7657945625247
Katsunori Kikuno,Quinn Mulhern,-165,155,60.60606061,155,1/4/2014,"Singapore, Singapore", Singapore,Red,FALSE,Lightweight,MALE,3,1,0,0,9,0.18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,190.5,193.04,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,167.64,145,32,29,-1,0,0,0,-1,1,0,0,0,17.78,25.4,3,9,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,1229.2714327996268,1148.455701750202
Royston Wee,Dave Galera,175,-190,175,52.63157895,1/4/2014,"Singapore, Singapore", Singapore,Red,FALSE,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,183,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,27,35,0,0,0,0,0,0,0,0,0,10.16,12.82,-8,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,1232.0,1168.0
Mairbek Taisumov,Tae Hyun Bang,-350,318,28.57142857,318,1/4/2014,"Singapore, Singapore", Singapore,Red,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,175.26,180.34,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,185.42,155,25,30,0,0,0,0,0,0,0,0,0,0,-5.08,-5,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,1232.0,1168.0
Dustin Kimura,Jon Delos Reyes,-360,325,27.77777778,325,1/4/2014,"Singapore, Singapore", Singapore,Red,FALSE,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,125,1,0,0,15.5,0.31,3,0,0,1,1,4,0,0,0,0,0,1,0,1,Orthodox,170.18,180.34,135,24,26,1,0,-1,-1,1,-4,0,0,-1,-2.54,-10.16,-2,-15.5,-3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1,2:13,133,,,,,,,,,,,,,,,,,,,,,,,,,1231.5023650301302,1167.9303328330889
Leandro Issa,Russell Doane,-120,110,83.33333333,110,1/4/2014,"Singapore, Singapore", Singapore,Blue,FALSE,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,135,30,27,0,0,0,0,0,0,0,0,0,0,2.54,3,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Triangle Choke,2,4:59,599,,,,,,,,,,,,,,,,,,,,,,,,,1168.0,1232.0
Chris Weidman,Anderson Silva,165,-175,165,57.14285714,12/28/2013,"Las Vegas, Nevada, USA", USA,Red,TRUE,Middleweight,MALE,5,1,0,0,28.76470588,0.695294118,0.352941176,0.176470588,0.176470588,16,1,37,12,0,0,2,11,3,0,16,Southpaw,187.96,195.58,185,0,6,0,26.16666667,0.465,1,2.333333333,0.768333333,6,0,12,1,0,0,2,2,2,0,6,Orthodox,187.96,198.12,185,29,38,-1,-6,10,10,-1,25,11,9,1,0,-2.54,-9,2.59803921,-0.647058824,-2.156862745,0,1,1,0,,,,,,,0,,,,,,8,,,,,,,1,,,,,,3,Red,KO/TKO,,2,1:16,376,1,0,20,8,44,15,0.45,0.53,34,32,60,45,1,0,1,0,1,0,1,0,0,0,0,0,1462.3095493567173,1459.3670130498408
Ronda Rousey,Miesha Tate,-680,555,14.70588235,555,12/28/2013,"Las Vegas, Nevada, USA", USA,Red,TRUE,Women's Bantamweight,FEMALE,5,1,0,0,23,0.54,3,3,0.42,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,165.1,135,0,1,0,7,0.5,1,1,1,1,0,1,1,0,0,0,0,1,0,1,Orthodox,170.18,172.72,135,26,27,-1,-1,-1,-1,-1,2,-1,0,-1,-2.54,-7.62,-1,16,2,2,0,1,2,0,,,,0,,,,,,,,,10,,,,2,,,,,,,,,,Red,SUB,Armbar,3,0:58,658,0,0,40,24,63,50,0.63,0.48,134,28,161,54,6,1,8,3,0.75,0.33,3,0,3,0,0,1,1256.2948252105161,1143.7051747894839
Josh Barnett,Travis Browne,-135,125,74.07407407,125,12/28/2013,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Heavyweight,MALE,3,0,2,0,17.25,0.5,0.25,0.875,0.395,3,2,12,0,0,0,1,4,1,0,6,Orthodox,198.12,200.66,255,0,4,0,25.5,0.628333333,0.666666667,0.666666667,0.5,4,1,10,1,0,0,0,4,1,0,5,Orthodox,190.5,198.12,250,36,31,0,-2,-1,1,-1,2,-1,0,0,7.62,2.54,5,-8.25,-0.416666667,0.208333333,0,1,5,6,,,,,6,,,,,,,,,,,,,5,,,,,,,,,Blue,KO/TKO,Elbows,1,1:00,60,0,0,5,12,7,19,0.71,0.63,6,12,8,19,0,0,1,0,0,0,0,0,0,0,0,0,1313.2683072090115,1364.394598418061
Jim Miller,Fabricio Camoes,-420,375,23.80952381,375,12/28/2013,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE,3,1,0,0,13.5,0.43,1.25,2,0.385,1,3,9,0,0,0,0,0,1,0,1,Orthodox,177.8,185.42,155,1,0,0,28.73333333,0.346,1.933333333,1.466666667,0.491333333,7,4,37,0,0,0,5,2,4,0,11,Southpaw,172.72,180.34,155,30,35,0,0,-6,-10,1,-28,0,-2,-3,5.08,5.08,-5,-15.23333333,-0.683333333,0.533333333,0,1,,10,,,,,,,,,10,,,,,,,,,,,,,,,,,,Red,SUB,Armbar,1,3:42,222,0,0,6,11,25,23,0.24,0.47,9,16,28,28,1,0,1,0,1,0,1,0,0,0,0,0,1365.0647121606144,1177.1362353372426
Dustin Poirier,Diego Brandao,-240,220,41.66666667,220,12/28/2013,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE,3,0,3,0,25.2,0.472,0.4,2.4,0.51,3,1,11,1,0,0,2,0,2,0,4,Orthodox,170.18,172.72,145,0,1,0,48.125,0.4675,0.875,1.375,0.30375,4,2,20,0,0,0,3,0,3,0,6,Southpaw,175.26,182.88,155,24,26,0,2,-1,-2,1,-9,1,0,-1,-5.08,-10.16,-2,-22.925,-0.475,1.025,0,1,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,,Red,KO/TKO,Punches,1,4:54,294,1,0,44,16,87,48,0.5,0.33,48,17,94,49,0,1,0,2,0,0.5,0,0,0,0,0,0,1324.567023981826,1256.9402723740213
Chris Leben,Uriah Hall,295,-325,295,30.76923077,12/28/2013,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Middleweight,MALE,3,2,0,0,42.5,0.615,0,2,0.455,0,2,6,1,0,0,0,0,0,0,0,Orthodox,182.88,200.66,185,3,0,0,26.71428571,0.454761905,0.476190476,0.80952381,0.36047619,5,9,45,0,0,1,2,7,2,0,12,Southpaw,180.34,187.96,185,33,29,1,0,-5,-12,7,-39,1,-7,-2,2.54,12.7,4,15.78571429,-0.476190476,1.19047619,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,1,5:00,300,0,1,11,20,33,46,0.33,0.43,11,22,33,49,0,0,0,0,0,0,0,0,0,0,0,0,1158.0102416248387,1179.1327151996916
Gleison Tibau,Michael Johnson,-145,135,68.96551724,135,12/28/2013,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,1,0,39.44444444,0.371111111,0,0.444444444,0.333333333,3,4,22,1,0,0,3,2,0,0,5,Southpaw,177.8,185.42,145,0,2,0,22.1,0.36,0.8,3.55,0.5655,3,7,50,0,0,3,5,1,4,0,13,Southpaw,177.8,180.34,155,30,27,0,-1,0,-8,3,-28,1,1,-4,0,5.08,3,17.34444444,-0.8,-3.105555556,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2,1:32,392,0,1,12,22,63,85,0.19,0.25,17,23,68,86,0,0,2,0,0,0,0,0,0,0,0,0,1292.777279532648,1293.161898660112
John Howard,Siyar Bahadurzada,135,-145,135,68.96551724,12/28/2013,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE,3,1,0,0,4,0.475,0,0,0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,180.34,185.42,170,0,1,0,20.875,0.5375,0.625,2.75,0.51875,4,3,22,0,0,3,0,2,0,0,5,Orthodox,170.18,180.34,170,30,29,-1,-1,-3,-4,2,-18,0,-1,0,10.16,5.08,1,-16.875,-0.625,-2.75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,0,47,44,89,120,0.52,0.36,112,83,159,162,3,1,15,2,0.2,0.5,0,0,6,0,0,0,1261.3070648656178,1187.5756221413794
William Patolino,Bobby Voelker,120,-130,120,76.92307692,12/28/2013,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE,3,2,0,0,46.5,0.35,0,2,0.4,0,2,5,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170,1,0,0,35,0.61,0,2,0.5,0,1,2,1,0,0,0,0,0,0,0,Orthodox,180.34,190.5,170,22,34,-1,0,0,0,-1,3,-1,0,0,2.54,0,-12,11.5,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197.1386284354714,1115.4987623069885
Robert Peralta,Estevan Payan,-165,155,60.60606061,155,12/28/2013,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE,3,1,0,0,25,0.26,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,145,1,0,0,48.25,0.46,0,0.25,0.25,1,2,10,0,0,0,1,1,0,0,2,Orthodox,172.72,180.34,145,27,31,0,0,-1,-2,1,-7,0,-1,0,5.08,2.54,-4,-23.25,1,-0.25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3,0:12,612,1,0,34,32,68,65,0.5,0.49,53,62,90,95,2,1,2,1,1,1,0,0,2,2,0,1,1244.3094086923368,1140.7392992479613
Demetrious Johnson,Joseph Benavidez,-135,125,74.07407407,125,12/14/2013,"Sacramento, California, USA", USA,Red,TRUE,Flyweight,MALE,5,0,3,0,44.28571429,0.347142857,0.428571429,1.142857143,0.212857143,3,1,19,1,0,0,3,3,0,0,6,Southpaw,162.56,165.1,125,0,4,0,68.75,0.50875,0.375,5,0.4875,4,2,32,4,0,1,4,0,1,0,6,Orthodox,160.02,167.64,125,27,29,0,-1,-1,0,1,-13,-3,3,-1,2.54,-2.54,-2,-24.46428571,0.053571429,-3.857142857,0,1,1,0,,,,,,,,,,,,0,7,,,,,,,,,,,,1,,Red,KO/TKO,Punch,1,2:08,128,1,0,7,4,14,27,0.5,0.14,9,4,16,27,0,0,1,0,0,0,0,0,0,0,0,0,1376.359597036382,1294.667601885461
Urijah Faber,Michael McDonald,-150,130,66.66666667,130,12/14/2013,"Sacramento, California, USA", USA,Red,FALSE,Bantamweight,MALE,3,0,1,0,31.33333333,0.428333333,0.833333333,1,0.25,4,1,14,1,0,1,1,2,1,0,5,Orthodox,175.26,177.8,135,0,3,0,51.28571429,0.514285714,0.714285714,1.714285714,0.405714286,3,2,23,2,0,0,2,0,3,0,5,Orthodox,167.64,170.18,135,34,22,0,-2,1,0,1,-9,-1,2,-2,7.62,7.62,12,-19.95238096,0.119047619,-0.714285714,0,1,3,2,,,,,,,,,,,2,,,,,,,,,,,,,3,,,Red,SUB,Guillotine Choke,2,3:22,502,1,0,29,9,46,27,0.63,0.33,59,11,79,29,1,0,2,0,0.5,0,1,0,0,0,0,0,1337.417278822966,1276.3391985737142
